0;(0, 0, 0, 0, 0);0.01;0;1
1;(0, 0, 0, 0, 0);0.03;0;1
2;(0, 0, 0, 0, 0);0.05;0;1
3;(0, 0, 0, 0, 0);0.06;0;1
4;(0, 0, 0, 0, 0);0.08;0;1
5;(0, 0, 0, 0, 0);0.1;0;1
6;(0, 0, 0, 0, 0);0.12;0;1
7;(0, 0, 0, 0, 0);0.15;0;1
8;(0, 0, 0, 0, 1);0.01;0.00804244;0.967387
9;(0, 0, 0, 0, 1);0.03;0.0323149;0.964693
10;(0, 0, 0, 0, 1);0.05;0.0532297;0.965063
11;(0, 0, 0, 0, 1);0.06;0.0632951;0.964516
12;(0, 0, 0, 0, 1);0.08;0.0832065;0.965268
13;(0, 0, 0, 0, 1);0.1;0.102944;0.965021
14;(0, 0, 0, 0, 1);0.12;0.122795;0.96442
15;(0, 0, 0, 0, 1);0.15;0.152395;0.964844
16;(0, 0, 0, 0, 2);0.01;0.00553368;0.931334
17;(0, 0, 0, 0, 2);0.03;0.0351917;0.925876
18;(0, 0, 0, 0, 2);0.05;0.0566951;0.925474
19;(0, 0, 0, 0, 2);0.06;0.0666291;0.924979
20;(0, 0, 0, 0, 2);0.08;0.0865595;0.925776
21;(0, 0, 0, 0, 2);0.1;0.106182;0.924867
22;(0, 0, 0, 0, 2);0.12;0.125642;0.924692
23;(0, 0, 0, 0, 2);0.15;0.155216;0.926716
24;(0, 0, 0, 0, 3);0.01;0.00318395;0.897099
25;(0, 0, 0, 0, 3);0.03;0.0379224;0.888823
26;(0, 0, 0, 0, 3);0.05;0.0598124;0.88837
27;(0, 0, 0, 0, 3);0.06;0.0699563;0.887999
28;(0, 0, 0, 0, 3);0.08;0.0896309;0.887919
29;(0, 0, 0, 0, 3);0.1;0.109196;0.887442
30;(0, 0, 0, 0, 3);0.12;0.128615;0.888047
31;(0, 0, 0, 0, 3);0.15;0.158027;0.888135
32;(0, 0, 0, 0, 4);0.01;0.00115163;0.870752
33;(0, 0, 0, 0, 4);0.03;0.0410157;0.852626
34;(0, 0, 0, 0, 4);0.05;0.0631929;0.851885
35;(0, 0, 0, 0, 4);0.06;0.0730978;0.851591
36;(0, 0, 0, 0, 4);0.08;0.09254;0.852449
37;(0, 0, 0, 0, 4);0.1;0.111912;0.852397
38;(0, 0, 0, 0, 4);0.12;0.131068;0.852074
39;(0, 0, 0, 0, 4);0.15;0.160633;0.851732
40;(0, 0, 0, 1, 0);0.01;0.00507805;0.950742
41;(0, 0, 0, 1, 0);0.03;0.0285698;0.938098
42;(0, 0, 0, 1, 0);0.05;0.0534006;0.937547
43;(0, 0, 0, 1, 0);0.06;0.06458;0.937418
44;(0, 0, 0, 1, 0);0.08;0.0855626;0.937688
45;(0, 0, 0, 1, 0);0.1;0.105902;0.937535
46;(0, 0, 0, 1, 0);0.12;0.125554;0.937688
47;(0, 0, 0, 1, 0);0.15;0.155352;0.937453
48;(0, 0, 0, 1, 1);0.01;0.00252348;0.918689
49;(0, 0, 0, 1, 1);0.03;0.0309413;0.899374
50;(0, 0, 0, 1, 1);0.05;0.0565469;0.900063
51;(0, 0, 0, 1, 1);0.06;0.0677835;0.899483
52;(0, 0, 0, 1, 1);0.08;0.0887696;0.8979
53;(0, 0, 0, 1, 1);0.1;0.108827;0.898439
