54;(0, 0, 0, 1, 1);0.12;0.129182;0.904883
55;(0, 0, 0, 1, 1);0.15;0.155829;0.905566
56;(0, 0, 0, 1, 2);0.01;0.00379067;0.927441
57;(0, 0, 0, 1, 2);0.03;0.0302098;0.888965
58;(0, 0, 0, 1, 2);0.05;0.0591464;0.871777
59;(0, 0, 0, 1, 2);0.06;0.0685957;0.861115
60;(0, 0, 0, 1, 2);0.08;0.089488;0.862109
61;(0, 0, 0, 1, 2);0.1;0.108275;0.853223
62;(0, 0, 0, 1, 2);0.12;0.128021;0.856641
63;(0, 0, 0, 1, 2);0.15;0.157705;0.866309
64;(0, 0, 0, 1, 3);0.01;0.0044757;0.916406
65;(0, 0, 0, 1, 3);0.03;0.0323707;0.838672
66;(0, 0, 0, 1, 3);0.05;0.0595502;0.837988
67;(0, 0, 0, 1, 3);0.06;0.0704961;0.822852
68;(0, 0, 0, 1, 3);0.08;0.0903908;0.822168
69;(0, 0, 0, 1, 3);0.1;0.111124;0.820801
70;(0, 0, 0, 1, 3);0.12;0.130259;0.819434
71;(0, 0, 0, 1, 3);0.15;0.161203;0.831152
72;(0, 0, 0, 1, 4);0.01;0.00422581;0.90127
73;(0, 0, 0, 1, 4);0.03;0.033126;0.816602
74;(0, 0, 0, 1, 4);0.05;0.0626729;0.811816
75;(0, 0, 0, 1, 4);0.06;0.0723636;0.786389
76;(0, 0, 0, 1, 4);0.08;0.0933929;0.786328
77;(0, 0, 0, 1, 4);0.1;0.118021;0.783594
78;(0, 0, 0, 1, 4);0.12;0.138111;0.787695
79;(0, 0, 0, 1, 4);0.15;0.170902;0.799414
80;(0, 0, 0, 2, 0);0.01;0.00316957;0.924316
81;(0, 0, 0, 2, 0);0.03;0.0261481;0.888867
82;(0, 0, 0, 2, 0);0.05;0.0531595;0.87627
83;(0, 0, 0, 2, 0);0.06;0.0672885;0.879492
84;(0, 0, 0, 2, 0);0.08;0.091536;0.878027
85;(0, 0, 0, 2, 0);0.1;0.111633;0.873926
86;(0, 0, 0, 2, 0);0.12;0.130853;0.873926
87;(0, 0, 0, 2, 0);0.15;0.165079;0.861328
88;(0, 0, 0, 2, 1);0.01;0.00281294;0.902637
89;(0, 0, 0, 2, 1);0.03;0.0276613;0.861426
90;(0, 0, 0, 2, 1);0.05;0.0559256;0.850391
91;(0, 0, 0, 2, 1);0.06;0.0711482;0.844313
92;(0, 0, 0, 2, 1);0.08;0.0935319;0.839453
93;(0, 0, 0, 2, 1);0.1;0.112624;0.846289
94;(0, 0, 0, 2, 1);0.12;0.134344;0.837402
95;(0, 0, 0, 2, 1);0.15;0.160733;0.836621
96;(0, 0, 0, 2, 2);0.01;0.00405568;0.890918
97;(0, 0, 0, 2, 2);0.03;0.0351101;0.842773
98;(0, 0, 0, 2, 2);0.05;0.0644538;0.809082
99;(0, 0, 0, 2, 2);0.06;0.0765152;0.810449
100;(0, 0, 0, 2, 2);0.08;0.0955537;0.810449
101;(0, 0, 0, 2, 2);0.1;0.115826;0.807715
102;(0, 0, 0, 2, 2);0.12;0.137279;0.795312
103;(0, 0, 0, 2, 2);0.15;0.163117;0.793262
104;(0, 0, 0, 2, 3);0.01;0.00389062;0.878516
105;(0, 0, 0, 2, 3);0.03;0.0371082;0.813184
106;(0, 0, 0, 2, 3);0.05;0.0659451;0.775977
107;(0, 0, 0, 2, 3);0.06;0.0791205;0.775758
108;(0, 0, 0, 2, 3);0.08;0.103091;0.773926
109;(0, 0, 0, 2, 3);0.1;0.120057;0.758105
110;(0, 0, 0, 2, 3);0.12;0.142085;0.77666
111;(0, 0, 0, 2, 3);0.15;0.170498;0.773242
112;(0, 0, 0, 2, 4);0.01;0.00233619;0.877832
113;(0, 0, 0, 2, 4);0.03;0.0299445;0.79248
114;(0, 0, 0, 2, 4);0.05;0.0684099;0.739453
115;(0, 0, 0, 2, 4);0.06;0.0849921;0.745703
116;(0, 0, 0, 2, 4);0.08;0.107768;0.736719
117;(0, 0, 0, 2, 4);0.1;0.123096;0.724316
118;(0, 0, 0, 2, 4);0.12;0.146271;0.747754
119;(0, 0, 0, 2, 4);0.15;0.17219;0.736719
120;(0, 0, 0, 3, 0);0.01;0.0026292;0.90208
121;(0, 0, 0, 3, 0);0.03;0.0322953;0.84668
122;(0, 0, 0, 3, 0);0.05;0.0677065;0.826465
123;(0, 0, 0, 3, 0);0.06;0.0772588;0.82793
124;(0, 0, 0, 3, 0);0.08;0.108444;0.817676
125;(0, 0, 0, 3, 0);0.1;0.124687;0.82002
126;(0, 0, 0, 3, 0);0.12;0.141273;0.819141
127;(0, 0, 0, 3, 0);0.15;0.171562;0.817969
128;(0, 0, 0, 3, 1);0.01;0.00243984;0.880566
129;(0, 0, 0, 3, 1);0.03;0.0334009;0.818652
130;(0, 0, 0, 3, 1);0.05;0.070302;0.79873
131;(0, 0, 0, 3, 1);0.06;0.0804654;0.797363
132;(0, 0, 0, 3, 1);0.08;0.111401;0.786328
133;(0, 0, 0, 3, 1);0.1;0.127466;0.782227
134;(0, 0, 0, 3, 1);0.12;0.143569;0.783594
135;(0, 0, 0, 3, 1);0.15;0.174865;0.780176
136;(0, 0, 0, 3, 2);0.01;0.00177443;0.880566
137;(0, 0, 0, 3, 2);0.03;0.0318887;0.793164
138;(0, 0, 0, 3, 2);0.05;0.0626215;0.753223
139;(0, 0, 0, 3, 2);0.06;0.0780388;0.76084
140;(0, 0, 0, 3, 2);0.08;0.101436;0.761523
141;(0, 0, 0, 3, 2);0.1;0.124296;0.762891
142;(0, 0, 0, 3, 2);0.12;0.136874;0.748437
143;(0, 0, 0, 3, 2);0.15;0.168227;0.751172
144;(0, 0, 0, 3, 3);0.01;0.00179978;0.868164
145;(0, 0, 0, 3, 3);0.03;0.032693;0.767676
146;(0, 0, 0, 3, 3);0.05;0.0668016;0.723633
147;(0, 0, 0, 3, 3);0.06;0.0801552;0.729785
148;(0, 0, 0, 3, 3);0.08;0.106027;0.717785
149;(0, 0, 0, 3, 3);0.1;0.127357;0.714648
150;(0, 0, 0, 3, 3);0.12;0.149246;0.711914
151;(0, 0, 0, 3, 3);0.15;0.176942;0.706445
152;(0, 0, 0, 3, 4);0.01;0.00465062;0.839941
153;(0, 0, 0, 3, 4);0.03;0.036202;0.758008
154;(0, 0, 0, 3, 4);0.05;0.0758544;0.70293
155;(0, 0, 0, 3, 4);0.06;0.081768;0.707031
156;(0, 0, 0, 3, 4);0.08;0.11079;0.676074
157;(0, 0, 0, 3, 4);0.1;0.130484;0.687793
158;(0, 0, 0, 3, 4);0.12;0.152555;0.674707
159;(0, 0, 0, 3, 4);0.15;0.178143;0.675715
160;(0, 0, 0, 4, 0);0.01;0.00253863;0.884766
161;(0, 0, 0, 4, 0);0.03;0.024352;0.810059
162;(0, 0, 0, 4, 0);0.05;0.060005;0.782813
163;(0, 0, 0, 4, 0);0.06;0.0709459;0.780469
164;(0, 0, 0, 4, 0);0.08;0.0941399;0.774902
165;(0, 0, 0, 4, 0);0.1;0.115055;0.775781
166;(0, 0, 0, 4, 0);0.12;0.135559;0.772266
167;(0, 0, 0, 4, 0);0.15;0.162896;0.776953
168;(0, 0, 0, 4, 1);0.01;0.00225149;0.86748
169;(0, 0, 0, 4, 1);0.03;0.0241158;0.789648
170;(0, 0, 0, 4, 1);0.05;0.062086;0.751855
171;(0, 0, 0, 4, 1);0.06;0.0727367;0.751855
172;(0, 0, 0, 4, 1);0.08;0.0994688;0.735352
173;(0, 0, 0, 4, 1);0.1;0.118609;0.752539
174;(0, 0, 0, 4, 1);0.12;0.138513;0.735352
175;(0, 0, 0, 4, 1);0.15;0.169375;0.727051
176;(0, 0, 0, 4, 2);0.01;0.00304672;0.86543
177;(0, 0, 0, 4, 2);0.03;0.0275172;0.780762
178;(0, 0, 0, 4, 2);0.05;0.0663286;0.712598
179;(0, 0, 0, 4, 2);0.06;0.0847933;0.696777
180;(0, 0, 0, 4, 2);0.08;0.110289;0.699512
181;(0, 0, 0, 4, 2);0.1;0.123849;0.700195
182;(0, 0, 0, 4, 2);0.12;0.141699;0.722949
183;(0, 0, 0, 4, 2);0.15;0.170459;0.699512
184;(0, 0, 0, 4, 3);0.01;0.00296939;0.855078
185;(0, 0, 0, 4, 3);0.03;0.028472;0.758008
186;(0, 0, 0, 4, 3);0.05;0.0685844;0.68916
187;(0, 0, 0, 4, 3);0.06;0.0861746;0.661488
188;(0, 0, 0, 4, 3);0.08;0.109456;0.675391
189;(0, 0, 0, 4, 3);0.1;0.131536;0.662988
190;(0, 0, 0, 4, 3);0.12;0.148611;0.664355
191;(0, 0, 0, 4, 3);0.15;0.180049;0.677441
192;(0, 0, 0, 4, 4);0.01;0.00129275;0.830957
193;(0, 0, 0, 4, 4);0.03;0.0343974;0.709766
194;(0, 0, 0, 4, 4);0.05;0.074537;0.648535
195;(0, 0, 0, 4, 4);0.06;0.087013;0.676758
196;(0, 0, 0, 4, 4);0.08;0.111861;0.65127
197;(0, 0, 0, 4, 4);0.1;0.133515;0.643652
198;(0, 0, 0, 4, 4);0.12;0.15569;0.637063
199;(0, 0, 0, 4, 4);0.15;0.183026;0.661621
200;(0, 0, 1, 0, 0);0.01;0.00365344;0.935547
201;(0, 0, 1, 0, 0);0.03;0.0196332;0.905273
202;(0, 0, 1, 0, 0);0.05;0.0408767;0.891113
203;(0, 0, 1, 0, 0);0.06;0.0558114;0.890625
204;(0, 0, 1, 0, 0);0.08;0.082967;0.888672
205;(0, 0, 1, 0, 0);0.1;0.107251;0.902344
206;(0, 0, 1, 0, 0);0.12;0.127883;0.901855
207;(0, 0, 1, 0, 0);0.15;0.160066;0.890137
208;(0, 0, 1, 0, 1);0.01;0.0033109;0.914355
209;(0, 0, 1, 0, 1);0.03;0.0209256;0.882031
210;(0, 0, 1, 0, 1);0.05;0.0428183;0.862109
211;(0, 0, 1, 0, 1);0.06;0.0570455;0.859375
212;(0, 0, 1, 0, 1);0.08;0.0857729;0.857324
213;(0, 0, 1, 0, 1);0.1;0.109451;0.869043
214;(0, 0, 1, 0, 1);0.12;0.131278;0.871094
215;(0, 0, 1, 0, 1);0.15;0.162061;0.858691
216;(0, 0, 1, 0, 2);0.01;0.00323834;0.904687
217;(0, 0, 1, 0, 2);0.03;0.0209235;0.864555
218;(0, 0, 1, 0, 2);0.05;0.04363;0.839355
219;(0, 0, 1, 0, 2);0.06;0.0573693;0.825586
220;(0, 0, 1, 0, 2);0.08;0.084641;0.821484
221;(0, 0, 1, 0, 2);0.1;0.109416;0.825586
222;(0, 0, 1, 0, 2);0.12;0.13659;0.803613
223;(0, 0, 1, 0, 2);0.15;0.164339;0.811133
224;(0, 0, 1, 0, 3);0.01;0.00240964;0.891602
225;(0, 0, 1, 0, 3);0.03;0.0213287;0.837891
226;(0, 0, 1, 0, 3);0.05;0.0450849;0.816602
227;(0, 0, 1, 0, 3);0.06;0.0602248;0.799414
228;(0, 0, 1, 0, 3);0.08;0.0875559;0.786328
229;(0, 0, 1, 0, 3);0.1;0.113161;0.793945
230;(0, 0, 1, 0, 3);0.12;0.139177;0.773242
231;(0, 0, 1, 0, 3);0.15;0.167593;0.773242
232;(0, 0, 1, 0, 4);0.01;0.00243984;0.880566
233;(0, 0, 1, 0, 4);0.03;0.0215487;0.824805
234;(0, 0, 1, 0, 4);0.05;0.0479321;0.7946
235;(0, 0, 1, 0, 4);0.06;0.0664842;0.749121
236;(0, 0, 1, 0, 4);0.08;0.0930324;0.748437
237;(0, 0, 1, 0, 4);0.1;0.116697;0.749805
238;(0, 0, 1, 0, 4);0.12;0.138693;0.74707
239;(0, 0, 1, 0, 4);0.15;0.169445;0.749805
240;(0, 0, 1, 1, 0);0.01;0.00267351;0.913184
241;(0, 0, 1, 1, 0);0.03;0.0184872;0.866309
242;(0, 0, 1, 1, 0);0.05;0.0435685;0.847266
243;(0, 0, 1, 1, 0);0.06;0.0592181;0.844336
244;(0, 0, 1, 1, 0);0.08;0.0859082;0.834375
245;(0, 0, 1, 1, 0);0.1;0.108584;0.837305
246;(0, 0, 1, 1, 0);0.12;0.132959;0.834375
247;(0, 0, 1, 1, 0);0.15;0.164432;0.830273
248;(0, 0, 1, 1, 1);0.01;0.00227371;0.901953
249;(0, 0, 1, 1, 1);0.03;0.0184353;0.847559
250;(0, 0, 1, 1, 1);0.05;0.0463911;0.810449
251;(0, 0, 1, 1, 1);0.06;0.0597829;0.797666
252;(0, 0, 1, 1, 1);0.08;0.085962;0.811133
253;(0, 0, 1, 1, 1);0.1;0.113681;0.798047
254;(0, 0, 1, 1, 1);0.12;0.13545;0.79668
255;(0, 0, 1, 1, 1);0.15;0.161147;0.793262
256;(0, 0, 1, 1, 2);0.01;0.00372399;0.891602
257;(0, 0, 1, 1, 2);0.03;0.0215733;0.819336
258;(0, 0, 1, 1, 2);0.05;0.0491642;0.794531
259;(0, 0, 1, 1, 2);0.06;0.0631199;0.758105
260;(0, 0, 1, 1, 2);0.08;0.0885023;0.774609
261;(0, 0, 1, 1, 2);0.1;0.116393;0.760156
262;(0, 0, 1, 1, 2);0.12;0.138757;0.762207
263;(0, 0, 1, 1, 2);0.15;0.163892;0.756738
264;(0, 0, 1, 1, 3);0.01;0.00377066;0.880566
265;(0, 0, 1, 1, 3);0.03;0.022293;0.797266
266;(0, 0, 1, 1, 3);0.05;0.0474475;0.745346
267;(0, 0, 1, 1, 3);0.06;0.0608979;0.750488
268;(0, 0, 1, 1, 3);0.08;0.086904;0.727051
269;(0, 0, 1, 1, 3);0.1;0.115032;0.725
270;(0, 0, 1, 1, 3);0.12;0.132716;0.73877
271;(0, 0, 1, 1, 3);0.15;0.164829;0.726367
272;(0, 0, 1, 1, 4);0.01;0.00247859;0.866797
273;(0, 0, 1, 1, 4);0.03;0.017235;0.787598
274;(0, 0, 1, 1, 4);0.05;0.0479639;0.714648
275;(0, 0, 1, 1, 4);0.06;0.0613068;0.726367
276;(0, 0, 1, 1, 4);0.08;0.0896246;0.70498
277;(0, 0, 1, 1, 4);0.1;0.117754;0.697461
278;(0, 0, 1, 1, 4);0.12;0.141151;0.698716
279;(0, 0, 1, 1, 4);0.15;0.175383;0.713281
280;(0, 0, 1, 2, 0);0.01;0.00294695;0.894727
281;(0, 0, 1, 2, 0);0.03;0.0186797;0.841699
282;(0, 0, 1, 2, 0);0.05;0.0464088;0.79541
283;(0, 0, 1, 2, 0);0.06;0.0625604;0.808594
284;(0, 0, 1, 2, 0);0.08;0.0880247;0.791016
285;(0, 0, 1, 2, 0);0.1;0.117344;0.778125
286;(0, 0, 1, 2, 0);0.12;0.14051;0.772852
287;(0, 0, 1, 2, 0);0.15;0.170966;0.772266
288;(0, 0, 1, 2, 1);0.01;0.00266785;0.878516
289;(0, 0, 1, 2, 1);0.03;0.0188567;0.823437
290;(0, 0, 1, 2, 1);0.05;0.0485127;0.764941
291;(0, 0, 1, 2, 1);0.06;0.0652119;0.778711
292;(0, 0, 1, 2, 1);0.08;0.0890771;0.76084
293;(0, 0, 1, 2, 1);0.1;0.119345;0.751172
294;(0, 0, 1, 2, 1);0.12;0.140072;0.747539
295;(0, 0, 1, 2, 1);0.15;0.171137;0.746387
296;(0, 0, 1, 2, 2);0.01;0.00270392;0.866797
297;(0, 0, 1, 2, 2);0.03;0.0172561;0.797949
298;(0, 0, 1, 2, 2);0.05;0.0506944;0.724316
299;(0, 0, 1, 2, 2);0.06;0.0670893;0.739453
300;(0, 0, 1, 2, 2);0.08;0.0931818;0.730469
301;(0, 0, 1, 2, 2);0.1;0.125051;0.715332
302;(0, 0, 1, 2, 2);0.12;0.140891;0.723633
303;(0, 0, 1, 2, 2);0.15;0.173467;0.713281
304;(0, 0, 1, 2, 3);0.01;0.00240027;0.854395
305;(0, 0, 1, 2, 3);0.03;0.0177945;0.779297
306;(0, 0, 1, 2, 3);0.05;0.0514045;0.695312
307;(0, 0, 1, 2, 3);0.06;0.0694255;0.717383
308;(0, 0, 1, 2, 3);0.08;0.0977077;0.697781
309;(0, 0, 1, 2, 3);0.1;0.12753;0.675391
310;(0, 0, 1, 2, 3);0.12;0.149252;0.671973
311;(0, 0, 1, 2, 3);0.15;0.178535;0.678809
312;(0, 0, 1, 2, 4);0.01;0.00173974;0.841992
313;(0, 0, 1, 2, 4);0.03;0.0227065;0.74834
314;(0, 0, 1, 2, 4);0.05;0.054623;0.709766
315;(0, 0, 1, 2, 4);0.06;0.0676745;0.691211
316;(0, 0, 1, 2, 4);0.08;0.10319;0.664355
317;(0, 0, 1, 2, 4);0.1;0.129027;0.654688
318;(0, 0, 1, 2, 4);0.12;0.151419;0.643652
319;(0, 0, 1, 2, 4);0.15;0.17997;0.65332
320;(0, 0, 1, 3, 0);0.01;0.00155815;0.877441
321;(0, 0, 1, 3, 0);0.03;0.0201015;0.809098
322;(0, 0, 1, 3, 0);0.05;0.0485775;0.786035
323;(0, 0, 1, 3, 0);0.06;0.0666405;0.745898
324;(0, 0, 1, 3, 0);0.08;0.0966627;0.734473
325;(0, 0, 1, 3, 0);0.1;0.118649;0.73418
326;(0, 0, 1, 3, 0);0.12;0.142151;0.730957
327;(0, 0, 1, 3, 0);0.15;0.175552;0.725391
328;(0, 0, 1, 3, 1);0.01;0.00137159;0.854395
329;(0, 0, 1, 3, 1);0.03;0.01987;0.781445
330;(0, 0, 1, 3, 1);0.05;0.0507686;0.755957
331;(0, 0, 1, 3, 1);0.06;0.0692812;0.714648
332;(0, 0, 1, 3, 1);0.08;0.0992174;0.698828
333;(0, 0, 1, 3, 1);0.1;0.122773;0.701563
334;(0, 0, 1, 3, 1);0.12;0.145623;0.696094
335;(0, 0, 1, 3, 1);0.15;0.177518;0.701952
336;(0, 0, 1, 3, 2);0.01;0.00136939;0.855762
337;(0, 0, 1, 3, 2);0.03;0.0159428;0.77793
338;(0, 0, 1, 3, 2);0.05;0.0478249;0.722852
339;(0, 0, 1, 3, 2);0.06;0.0650418;0.68916
340;(0, 0, 1, 3, 2);0.08;0.0994834;0.661621
341;(0, 0, 1, 3, 2);0.1;0.124094;0.660254
342;(0, 0, 1, 3, 2);0.12;0.149065;0.662988
343;(0, 0, 1, 3, 2);0.15;0.178305;0.66709
344;(0, 0, 1, 3, 3);0.01;0.00104384;0.841992
345;(0, 0, 1, 3, 3);0.03;0.0162883;0.761426
346;(0, 0, 1, 3, 3);0.05;0.0495844;0.693262
347;(0, 0, 1, 3, 3);0.06;0.065955;0.667773
348;(0, 0, 1, 3, 3);0.08;0.101275;0.639956
349;(0, 0, 1, 3, 3);0.1;0.12961;0.638184
350;(0, 0, 1, 3, 3);0.12;0.149779;0.640918
351;(0, 0, 1, 3, 3);0.15;0.185815;0.6375
352;(0, 0, 1, 3, 4);0.01;0.00214746;0.818555
353;(0, 0, 1, 3, 4);0.03;0.0214736;0.727637
354;(0, 0, 1, 3, 4);0.05;0.0535974;0.670508
355;(0, 0, 1, 3, 4);0.06;0.0700242;0.645703
356;(0, 0, 1, 3, 4);0.08;0.102393;0.616113
357;(0, 0, 1, 3, 4);0.1;0.132362;0.616797
358;(0, 0, 1, 3, 4);0.12;0.151428;0.612012
359;(0, 0, 1, 3, 4);0.15;0.181089;0.623008
360;(0, 0, 1, 4, 0);0.01;0.00158838;0.860742
361;(0, 0, 1, 4, 0);0.03;0.0168476;0.78252
362;(0, 0, 1, 4, 0);0.05;0.0431388;0.737988
363;(0, 0, 1, 4, 0);0.06;0.0641129;0.726562
364;(0, 0, 1, 4, 0);0.08;0.0900863;0.701367
365;(0, 0, 1, 4, 0);0.1;0.126207;0.687891
366;(0, 0, 1, 4, 0);0.12;0.139858;0.688477
367;(0, 0, 1, 4, 0);0.15;0.173756;0.675
368;(0, 0, 1, 4, 1);0.01;0.00162112;0.843359
369;(0, 0, 1, 4, 1);0.03;0.0167332;0.758691
370;(0, 0, 1, 4, 1);0.05;0.0443029;0.720801
371;(0, 0, 1, 4, 1);0.06;0.0660443;0.700879
372;(0, 0, 1, 4, 1);0.08;0.0915899;0.678125
373;(0, 0, 1, 4, 1);0.1;0.128221;0.66307
374;(0, 0, 1, 4, 1);0.12;0.152574;0.6375
375;(0, 0, 1, 4, 1);0.15;0.179762;0.638867
376;(0, 0, 1, 4, 2);0.01;0.00238607;0.818555
377;(0, 0, 1, 4, 2);0.03;0.0185763;0.751758
378;(0, 0, 1, 4, 2);0.05;0.0616079;0.670508
379;(0, 0, 1, 4, 2);0.06;0.0817844;0.656738
380;(0, 0, 1, 4, 2);0.08;0.107757;0.624414
381;(0, 0, 1, 4, 2);0.1;0.130303;0.642285
382;(0, 0, 1, 4, 2);0.12;0.156632;0.614746
383;(0, 0, 1, 4, 2);0.15;0.183022;0.612012
384;(0, 0, 1, 4, 3);0.01;0.00237366;0.806594
385;(0, 0, 1, 4, 3);0.03;0.019644;0.740723
386;(0, 0, 1, 4, 3);0.05;0.0532167;0.658789
387;(0, 0, 1, 4, 3);0.06;0.0724505;0.641602
388;(0, 0, 1, 4, 3);0.08;0.108689;0.618164
389;(0, 0, 1, 4, 3);0.1;0.135676;0.600293
390;(0, 0, 1, 4, 3);0.12;0.154209;0.600977
391;(0, 0, 1, 4, 3);0.15;0.180567;0.603027
392;(0, 0, 1, 4, 4);0.01;0.00121344;0.804785
393;(0, 0, 1, 4, 4);0.03;0.0196131;0.726953
394;(0, 0, 1, 4, 4);0.05;0.0534693;0.631934
395;(0, 0, 1, 4, 4);0.06;0.0757648;0.616113
396;(0, 0, 1, 4, 4);0.08;0.109341;0.582324
397;(0, 0, 1, 4, 4);0.1;0.138674;0.580273
398;(0, 0, 1, 4, 4);0.12;0.163729;0.576172
399;(0, 0, 1, 4, 4);0.15;0.18769;0.577539
400;(0, 0, 2, 0, 0);0.01;0.00305277;0.895703
401;(0, 0, 2, 0, 0);0.03;0.0212791;0.844434
402;(0, 0, 2, 0, 0);0.05;0.0440476;0.820312
403;(0, 0, 2, 0, 0);0.06;0.0598158;0.816309
404;(0, 0, 2, 0, 0);0.08;0.0852977;0.803711
405;(0, 0, 2, 0, 0);0.1;0.115203;0.7875
406;(0, 0, 2, 0, 0);0.12;0.138865;0.800293
407;(0, 0, 2, 0, 0);0.15;0.171962;0.789941
408;(0, 0, 2, 0, 1);0.01;0.00288793;0.879199
409;(0, 0, 2, 0, 1);0.03;0.0210614;0.820703
410;(0, 0, 2, 0, 1);0.05;0.0465403;0.793164
411;(0, 0, 2, 0, 1);0.06;0.0587362;0.789746
412;(0, 0, 2, 0, 1);0.08;0.0857676;0.785645
413;(0, 0, 2, 0, 1);0.1;0.113978;0.76084
414;(0, 0, 2, 0, 1);0.12;0.140177;0.770508
415;(0, 0, 2, 0, 1);0.15;0.166815;0.769824
416;(0, 0, 2, 0, 2);0.01;0.00224972;0.868164
417;(0, 0, 2, 0, 2);0.03;0.0164936;0.799316
418;(0, 0, 2, 0, 2);0.05;0.0490159;0.769043
419;(0, 0, 2, 0, 2);0.06;0.0597356;0.768359
420;(0, 0, 2, 0, 2);0.08;0.0889407;0.753223
421;(0, 0, 2, 0, 2);0.1;0.116404;0.725684
422;(0, 0, 2, 0, 2);0.12;0.141569;0.736719
423;(0, 0, 2, 0, 2);0.15;0.169103;0.730709
424;(0, 0, 2, 0, 3);0.01;0.00319525;0.855762
425;(0, 0, 2, 0, 3);0.03;0.0175612;0.789648
426;(0, 0, 2, 0, 3);0.05;0.0435455;0.758008
427;(0, 0, 2, 0, 3);0.06;0.0582652;0.74082
428;(0, 0, 2, 0, 3);0.08;0.0859257;0.712598
429;(0, 0, 2, 0, 3);0.1;0.11509;0.700879
430;(0, 0, 2, 0, 3);0.12;0.137672;0.702246
431;(0, 0, 2, 0, 3);0.15;0.172361;0.697461
432;(0, 0, 2, 0, 4);0.01;0.00324224;0.843359
433;(0, 0, 2, 0, 4);0.03;0.017747;0.775879
434;(0, 0, 2, 0, 4);0.05;0.0455882;0.730469
435;(0, 0, 2, 0, 4);0.06;0.0592853;0.721484
436;(0, 0, 2, 0, 4);0.08;0.0887943;0.688477
437;(0, 0, 2, 0, 4);0.1;0.118927;0.677441
438;(0, 0, 2, 0, 4);0.12;0.140121;0.678125
439;(0, 0, 2, 0, 4);0.15;0.170225;0.667773
440;(0, 0, 2, 1, 0);0.01;0.00178971;0.873047
441;(0, 0, 2, 1, 0);0.03;0.016158;0.815918
442;(0, 0, 2, 1, 0);0.05;0.0455346;0.776367
443;(0, 0, 2, 1, 0);0.06;0.058846;0.766699
444;(0, 0, 2, 1, 0);0.08;0.0880962;0.76377
