0;(0, 0, 0, 0, 0);0.01;0;1
1;(0, 0, 0, 0, 0);0.03;0;1
2;(0, 0, 0, 0, 0);0.05;0;1
3;(0, 0, 0, 0, 0);0.06;0;1
4;(0, 0, 0, 0, 0);0.08;0;1
5;(0, 0, 0, 0, 0);0.1;0;1
6;(0, 0, 0, 0, 0);0.12;0;1
7;(0, 0, 0, 0, 0);0.15;0;1
8;(0, 0, 0, 0, 1);0.01;0.00802232;0.967688
9;(0, 0, 0, 0, 1);0.03;0.0323605;0.965145
10;(0, 0, 0, 0, 1);0.05;0.0531352;0.9655
11;(0, 0, 0, 0, 1);0.06;0.0631268;0.96509
12;(0, 0, 0, 0, 1);0.08;0.0830134;0.96524
13;(0, 0, 0, 0, 1);0.1;0.102946;0.965363
14;(0, 0, 0, 0, 1);0.12;0.122826;0.964488
15;(0, 0, 0, 0, 1);0.15;0.152671;0.965227
16;(0, 0, 0, 0, 2);0.01;0.00565802;0.931552
17;(0, 0, 0, 0, 2);0.03;0.0350783;0.926692
18;(0, 0, 0, 0, 2);0.05;0.0564191;0.926504
19;(0, 0, 0, 0, 2);0.06;0.066667;0.92497
20;(0, 0, 0, 0, 2);0.08;0.0863211;0.92659
21;(0, 0, 0, 0, 2);0.1;0.105831;0.92581
22;(0, 0, 0, 0, 2);0.12;0.125822;0.925479
23;(0, 0, 0, 0, 2);0.15;0.155282;0.925937
24;(0, 0, 0, 0, 3);0.01;0.00310259;0.896699
25;(0, 0, 0, 0, 3);0.03;0.0377829;0.889071
26;(0, 0, 0, 0, 3);0.05;0.0600008;0.887128
27;(0, 0, 0, 0, 3);0.06;0.0699762;0.887693
28;(0, 0, 0, 0, 3);0.08;0.0893378;0.889087
29;(0, 0, 0, 0, 3);0.1;0.108919;0.888057
30;(0, 0, 0, 0, 3);0.12;0.128402;0.889024
31;(0, 0, 0, 0, 3);0.15;0.157704;0.888275
32;(0, 0, 0, 0, 4);0.01;0.00103894;0.870411
33;(0, 0, 0, 0, 4);0.03;0.040975;0.852419
34;(0, 0, 0, 0, 4);0.05;0.0631225;0.851013
35;(0, 0, 0, 0, 4);0.06;0.0730084;0.851979
36;(0, 0, 0, 0, 4);0.08;0.0924896;0.852233
37;(0, 0, 0, 0, 4);0.1;0.112093;0.852701
38;(0, 0, 0, 0, 4);0.12;0.13122;0.850215
39;(0, 0, 0, 0, 4);0.15;0.160728;0.851652
40;(0, 0, 0, 1, 0);0.01;0.00503868;0.95052
41;(0, 0, 0, 1, 0);0.03;0.0287479;0.938848
42;(0, 0, 0, 1, 0);0.05;0.053301;0.937641
43;(0, 0, 0, 1, 0);0.06;0.0647353;0.936668
44;(0, 0, 0, 1, 0);0.08;0.0856958;0.93757
45;(0, 0, 0, 1, 0);0.1;0.105816;0.937488
46;(0, 0, 0, 1, 0);0.12;0.125622;0.937406
47;(0, 0, 0, 1, 0);0.15;0.155143;0.93743
48;(0, 0, 0, 1, 1);0.01;0.00260809;0.918373
49;(0, 0, 0, 1, 1);0.03;0.031071;0.899049
50;(0, 0, 0, 1, 1);0.05;0.0567964;0.899139
51;(0, 0, 0, 1, 1);0.06;0.0679693;0.898376
52;(0, 0, 0, 1, 1);0.08;0.0888421;0.898459
53;(0, 0, 0, 1, 1);0.1;0.108842;0.89891
